"SKU","snapshot_date","units_in_stock","units_sold_7d","units_sold_30d","units_sold_60d","days_of_inventory_left","dead_stock_flag","total_order_quantity","avg_cost_per_unit","avg_lead_time","expected_delivery","actual_delivery"
"SKU-SHO-0023","2025-08-03",0,2,5,11,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0024","2025-08-03",0,0,8,14,0.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0025","2025-08-03",0,0,0,7,999.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0026","2025-08-03",0,0,2,8,0.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0027","2025-08-03",0,0,4,8,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0028","2025-08-03",0,3,6,8,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0029","2025-08-03",0,0,4,10,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0030","2025-08-03",0,1,5,14,0.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0031","2025-08-03",0,0,3,9,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0032","2025-08-03",0,0,3,10,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0033","2025-08-03",0,4,7,13,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0034","2025-08-03",0,0,4,8,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0035","2025-08-03",0,0,5,10,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0036","2025-08-03",0,2,4,7,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0037","2025-08-03",0,1,2,6,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0038","2025-08-03",0,2,5,6,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0039","2025-08-03",0,0,2,6,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0040","2025-08-03",0,3,4,6,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0041","2025-08-03",4,0,0,0,999.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0042","2025-08-03",0,1,6,12,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0043","2025-08-03",0,1,2,3,0.0,"N",54.0,677.0,53.0,"2025-09-25","2025-09-25"
"SKU-JAC-0044","2025-08-03",0,1,3,5,0.0,"N",40.0,1860.0,45.0,"2025-09-17","2025-09-17"
"SKU-SHI-0045","2025-08-03",0,0,3,9,0.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0046","2025-08-03",0,0,2,7,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0047","2025-08-03",0,2,4,6,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0048","2025-08-03",0,0,0,2,999.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0049","2025-08-03",0,0,1,3,0.0,"N",44.0,559.0,34.0,"2025-09-01","2025-09-06"
"SKU-SHO-0050","2025-08-03",0,1,5,7,0.0,"N",40.0,722.0,39.0,"2025-09-09","2025-09-11"
"SKU-SHI-0051","2025-08-03",0,0,2,6,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0052","2025-08-03",0,1,4,6,0.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0053","2025-08-03",0,0,1,3,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0054","2025-08-03",0,1,5,13,0.0,"N",40.0,963.0,60.0,"2025-09-27","2025-10-02"
"SKU-JAC-0055","2025-08-03",0,0,2,3,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0001","2025-08-10",0,60,221,385,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0002","2025-08-10",0,29,93,183,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0003","2025-08-10",0,18,69,113,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0004","2025-08-10",0,6,36,79,0.0,"N",95.0,539.0,34.0,"2025-09-10","2025-09-13"
"SKU-CRO-0005","2025-08-10",0,4,33,71,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0006","2025-08-10",0,5,28,54,0.0,"N",79.0,1097.0,53.0,"2025-09-27","2025-10-02"
"SKU-CRO-0007","2025-08-10",0,4,23,40,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0008","2025-08-10",0,5,26,42,0.0,"N",71.0,1152.0,47.0,"2025-09-25","2025-09-26"
"SKU-PAN-0009","2025-08-10",0,2,21,45,0.0,"N",72.0,1008.0,54.0,"2025-10-03","2025-10-03"
"SKU-TSH-0010","2025-08-10",0,6,20,39,0.0,"N",62.0,782.0,57.0,"2025-10-01","2025-10-06"
"SKU-SHO-0011","2025-08-10",0,2,15,25,0.0,"N",56.0,761.0,33.0,"2025-09-12","2025-09-12"
"SKU-TSH-0012","2025-08-10",0,5,13,23,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0013","2025-08-10",0,0,12,25,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0014","2025-08-10",0,6,17,28,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0015","2025-08-10",0,1,8,16,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0016","2025-08-10",0,3,13,23,0.0,"N",72.0,970.0,31.0,"2025-09-09","2025-09-10"
"SKU-SHI-0017","2025-08-10",0,3,9,20,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0018","2025-08-10",0,1,8,15,0.0,"N",70.0,1176.0,49.0,"2025-09-28","2025-09-28"
"SKU-CRO-0019","2025-08-10",0,0,4,14,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0020","2025-08-10",0,1,6,13,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0021","2025-08-10",0,4,12,17,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0022","2025-08-10",0,1,6,9,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0023","2025-08-10",0,2,5,13,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0024","2025-08-10",0,1,4,14,0.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0025","2025-08-10",0,1,1,6,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0026","2025-08-10",0,1,3,9,0.0,"N",48.0,1332.0,37.0,"2025-09-15","2025-09-16"
"SKU-JAC-0027","2025-08-10",0,2,5,8,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0028","2025-08-10",0,0,5,8,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0029","2025-08-10",0,1,5,10,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0030","2025-08-10",0,0,4,12,0.0,"N",44.0,621.0,34.0,"2025-09-10","2025-09-13"
"SKU-JAC-0031","2025-08-10",0,3,4,11,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0032","2025-08-10",0,3,5,12,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0033","2025-08-10",0,1,6,11,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0034","2025-08-10",0,2,4,9,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0035","2025-08-10",0,1,3,10,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0036","2025-08-10",0,1,4,7,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0037","2025-08-10",0,2,4,8,0.0,"N",40.0,657.0,41.0,"2025-09-20","2025-09-20"
"SKU-CRO-0038","2025-08-10",0,0,3,6,0.0,"N",58.0,1060.0,55.0,"2025-09-29","2025-10-04"
"SKU-SHO-0039","2025-08-10",0,0,2,5,0.0,"N",40.0,809.0,32.0,"2025-09-11","2025-09-11"
"SKU-SHO-0040","2025-08-10",0,1,4,7,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0041","2025-08-10",3,1,1,1,90.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0042","2025-08-10",0,1,6,10,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0043","2025-08-10",0,0,2,2,0.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0044","2025-08-10",0,1,4,6,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0045","2025-08-10",0,2,4,11,0.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0046","2025-08-10",0,0,1,4,0.0,"N",40.0,1896.0,37.0,"2025-09-15","2025-09-16"
"SKU-PAN-0047","2025-08-10",0,0,3,5,0.0,"N",60.0,959.0,51.0,"2025-09-30","2025-09-30"
"SKU-CRO-0048","2025-08-10",0,1,1,3,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0049","2025-08-10",0,1,2,4,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0050","2025-08-10",0,2,4,8,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0051","2025-08-10",0,1,3,7,0.0,"N",40.0,928.0,40.0,"2025-09-16","2025-09-19"
"SKU-SHI-0052","2025-08-10",0,0,3,6,0.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0053","2025-08-10",0,1,1,3,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0054","2025-08-10",0,1,5,12,0.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0055","2025-08-10",0,0,1,3,0.0,"N",46.0,1669.0,54.0,"2025-10-01","2025-10-03"
"SKU-SHI-0001","2025-08-17",0,44,226,397,0.0,"N",356.0,705.0,42.0,"2025-09-23","2025-09-28"
"SKU-PAN-0002","2025-08-17",0,29,99,198,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0003","2025-08-17",0,12,66,114,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0004","2025-08-17",0,15,44,87,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0005","2025-08-17",0,5,30,68,0.0,"N",97.0,846.0,50.0,"2025-10-03","2025-10-06"
"SKU-SHI-0006","2025-08-17",0,11,34,58,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0007","2025-08-17",0,7,24,45,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0008","2025-08-17",0,5,29,41,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0009","2025-08-17",0,1,20,44,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0010","2025-08-17",0,4,18,38,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0011","2025-08-17",0,3,16,26,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0012","2025-08-17",0,6,17,26,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0013","2025-08-17",0,3,12,25,0.0,"N",40.0,1227.0,50.0,"2025-10-05","2025-10-06"
"SKU-CRO-0014","2025-08-17",0,4,18,30,0.0,"N",66.0,756.0,35.0,"2025-09-21","2025-09-21"
"SKU-SHI-0015","2025-08-17",0,2,9,16,0.0,"N",58.0,940.0,38.0,"2025-09-19","2025-09-24"
"SKU-PAN-0016","2025-08-17",0,2,12,22,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0017","2025-08-17",0,1,8,19,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0018","2025-08-17",0,3,10,16,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0019","2025-08-17",0,4,7,13,0.0,"N",54.0,726.0,37.0,"2025-09-20","2025-09-23"
"SKU-PAN-0020","2025-08-17",0,4,9,14,0.0,"N",56.0,1163.0,40.0,"2025-09-23","2025-09-26"
"SKU-PAN-0021","2025-08-17",0,4,16,20,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0022","2025-08-17",0,2,7,10,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0023","2025-08-17",0,2,7,13,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0024","2025-08-17",0,2,4,15,0.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0025","2025-08-17",0,0,1,3,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0026","2025-08-17",0,2,5,11,0.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0027","2025-08-17",0,4,6,12,0.0,"N",40.0,1871.0,49.0,"2025-10-02","2025-10-05"
"SKU-PAN-0028","2025-08-17",0,4,8,12,0.0,"N",70.0,1317.0,47.0,"2025-10-02","2025-10-03"
"SKU-TSH-0029","2025-08-17",0,0,5,8,0.0,"N",54.0,701.0,52.0,"2025-10-08","2025-10-08"
"SKU-CRO-0030","2025-08-17",0,0,4,11,0.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0031","2025-08-17",0,0,4,8,0.0,"N",64.0,1800.0,50.0,"2025-10-04","2025-10-06"
"SKU-TSH-0032","2025-08-17",0,3,6,13,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0033","2025-08-17",0,0,6,10,0.0,"N",40.0,758.0,37.0,"2025-09-18","2025-09-23"
"SKU-PAN-0034","2025-08-17",0,3,6,11,0.0,"N",63.0,1051.0,53.0,"2025-10-06","2025-10-09"
"SKU-CRO-0035","2025-08-17",0,0,3,9,0.0,"N",40.0,721.0,59.0,"2025-10-10","2025-10-15"
"SKU-SHI-0036","2025-08-17",0,2,6,9,0.0,"N",42.0,998.0,42.0,"2025-09-23","2025-09-28"
"SKU-CRO-0037","2025-08-17",0,0,3,6,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0038","2025-08-17",0,0,3,6,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0039","2025-08-17",0,1,3,5,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0040","2025-08-17",0,0,4,7,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0041","2025-08-17",3,0,1,1,90.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0042","2025-08-17",0,1,5,10,0.0,"N",56.0,653.0,42.0,"2025-09-25","2025-09-28"
"SKU-CRO-0043","2025-08-17",0,1,3,3,0.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0044","2025-08-17",0,1,5,6,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0045","2025-08-17",0,1,3,11,0.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0046","2025-08-17",0,1,2,5,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0047","2025-08-17",0,0,3,4,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0048","2025-08-17",0,0,1,2,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0049","2025-08-17",0,1,2,4,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0050","2025-08-17",0,0,3,8,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0051","2025-08-17",0,0,2,7,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0052","2025-08-17",0,1,3,6,0.0,"N",50.0,1141.0,46.0,"2025-10-02","2025-10-02"
"SKU-JAC-0053","2025-08-17",0,0,1,3,0.0,"N",60.0,1660.0,38.0,"2025-09-22","2025-09-24"
"SKU-SHI-0054","2025-08-17",0,2,5,12,0.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0055","2025-08-17",0,0,1,3,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0001","2025-08-24",0,53,227,416,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0002","2025-08-24",0,26,108,205,0.0,"N",174.0,982.0,32.0,"2025-09-22","2025-09-25"
"SKU-SHI-0003","2025-08-24",0,21,76,127,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0004","2025-08-24",0,15,52,91,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0005","2025-08-24",0,7,30,65,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0006","2025-08-24",0,9,33,59,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0007","2025-08-24",0,5,22,43,0.0,"N",43.0,818.0,47.0,"2025-10-05","2025-10-10"
"SKU-PAN-0008","2025-08-24",0,6,28,46,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0009","2025-08-24",0,10,24,50,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0010","2025-08-24",0,5,19,38,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0011","2025-08-24",0,4,19,28,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0012","2025-08-24",0,2,16,25,0.0,"N",84.0,715.0,52.0,"2025-10-14","2025-10-15"
"SKU-SHI-0013","2025-08-24",0,4,12,25,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0014","2025-08-24",0,7,23,34,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0015","2025-08-24",0,2,9,16,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0016","2025-08-24",0,3,10,24,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0017","2025-08-24",0,4,8,19,0.0,"N",48.0,842.0,49.0,"2025-10-12","2025-10-12"
"SKU-PAN-0018","2025-08-24",0,4,13,18,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0019","2025-08-24",0,0,6,12,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0020","2025-08-24",0,3,11,16,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0021","2025-08-24",0,2,13,20,0.0,"N",60.0,1216.0,31.0,"2025-09-24","2025-09-24"
"SKU-PAN-0022","2025-08-24",0,2,8,12,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0023","2025-08-24",0,3,9,13,0.0,"N",40.0,668.0,54.0,"2025-10-14","2025-10-17"
"SKU-SHI-0024","2025-08-24",0,2,6,17,0.0,"N",40.0,854.0,43.0,"2025-10-06","2025-10-06"
"SKU-JAC-0025","2025-08-24",0,1,2,4,0.0,"N",40.0,1639.0,39.0,"2025-09-27","2025-10-02"
"SKU-PAN-0026","2025-08-24",0,0,3,8,0.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0027","2025-08-24",0,0,6,11,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0028","2025-08-24",0,1,8,12,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0029","2025-08-24",0,2,3,9,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0030","2025-08-24",0,1,3,7,0.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0031","2025-08-24",0,0,3,7,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0032","2025-08-24",0,1,7,13,0.0,"N",40.0,627.0,39.0,"2025-10-01","2025-10-02"
"SKU-SHO-0033","2025-08-24",0,0,5,9,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0034","2025-08-24",0,4,9,14,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0035","2025-08-24",0,4,5,10,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0036","2025-08-24",0,0,5,8,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0037","2025-08-24",0,1,4,7,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0038","2025-08-24",0,1,3,6,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0039","2025-08-24",0,0,1,3,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0040","2025-08-24",0,0,4,6,0.0,"N",40.0,711.0,39.0,"2025-10-02","2025-10-02"
"SKU-TSH-0041","2025-08-24",1,2,3,3,10.0,"N",44.0,634.0,46.0,"2025-10-09","2025-10-09"
"SKU-CRO-0042","2025-08-24",0,2,5,11,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0043","2025-08-24",0,0,2,3,0.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0044","2025-08-24",0,2,5,7,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0045","2025-08-24",0,1,4,9,0.0,"N",40.0,896.0,48.0,"2025-10-09","2025-10-11"
"SKU-JAC-0046","2025-08-24",0,0,1,4,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0047","2025-08-24",0,0,3,4,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0048","2025-08-24",0,0,1,2,0.0,"N",40.0,736.0,57.0,"2025-10-18","2025-10-20"
"SKU-TSH-0049","2025-08-24",0,1,3,5,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0050","2025-08-24",0,4,7,12,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0051","2025-08-24",0,0,2,6,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0052","2025-08-24",0,2,4,7,0.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0053","2025-08-24",0,1,2,4,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0054","2025-08-24",0,0,4,9,0.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0055","2025-08-24",0,0,0,2,999.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0001","2025-08-31",0,54,227,424,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0002","2025-08-31",0,29,119,207,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0003","2025-08-31",0,19,74,137,0.0,"N",166.0,1004.0,55.0,"2025-10-23","2025-10-25"
"SKU-TSH-0004","2025-08-31",0,14,53,97,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0005","2025-08-31",0,11,33,70,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0006","2025-08-31",0,14,42,68,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0007","2025-08-31",0,3,22,44,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0008","2025-08-31",0,6,27,51,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0009","2025-08-31",0,9,26,51,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0010","2025-08-31",0,5,22,42,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0011","2025-08-31",0,4,15,29,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0012","2025-08-31",0,8,22,32,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0013","2025-08-31",0,3,13,27,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0014","2025-08-31",0,0,20,32,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0015","2025-08-31",0,7,13,23,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0016","2025-08-31",0,3,12,26,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0017","2025-08-31",0,5,13,20,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0018","2025-08-31",0,3,15,20,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0019","2025-08-31",0,6,11,17,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0020","2025-08-31",0,4,13,19,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0021","2025-08-31",0,5,15,24,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0022","2025-08-31",0,7,12,18,0.0,"N",40.0,1076.0,35.0,"2025-10-02","2025-10-05"
"SKU-SHO-0023","2025-08-31",0,2,10,14,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0024","2025-08-31",0,4,9,17,0.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0025","2025-08-31",0,2,4,5,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0026","2025-08-31",0,2,5,8,0.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0027","2025-08-31",0,0,6,11,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0028","2025-08-31",0,0,6,11,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0029","2025-08-31",0,0,3,8,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0030","2025-08-31",0,0,1,7,0.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0031","2025-08-31",0,2,5,8,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0032","2025-08-31",0,2,9,14,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0033","2025-08-31",0,4,6,13,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0034","2025-08-31",0,4,13,18,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0035","2025-08-31",0,0,5,10,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0036","2025-08-31",0,0,5,7,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0037","2025-08-31",0,1,4,7,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0038","2025-08-31",0,0,3,6,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0039","2025-08-31",0,0,1,3,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0040","2025-08-31",0,0,4,5,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0041","2025-08-31",1,0,3,3,10.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0042","2025-08-31",0,1,5,12,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0043","2025-08-31",0,0,1,3,0.0,"N",58.0,677.0,37.0,"2025-10-02","2025-10-07"
"SKU-JAC-0044","2025-08-31",0,1,5,8,0.0,"N",40.0,1860.0,35.0,"2025-10-05","2025-10-05"
"SKU-SHI-0045","2025-08-31",0,0,4,7,0.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0046","2025-08-31",0,0,1,4,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0047","2025-08-31",0,1,1,5,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0048","2025-08-31",0,3,4,4,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0049","2025-08-31",0,4,7,8,0.0,"N",70.0,559.0,41.0,"2025-10-10","2025-10-11"
"SKU-SHO-0050","2025-08-31",0,0,7,12,0.0,"N",62.0,722.0,48.0,"2025-10-17","2025-10-18"
"SKU-SHI-0051","2025-08-31",0,0,1,3,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0052","2025-08-31",0,2,5,9,0.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0053","2025-08-31",0,3,5,6,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0054","2025-08-31",0,2,5,10,0.0,"N",40.0,963.0,43.0,"2025-10-12","2025-10-13"
"SKU-JAC-0055","2025-08-31",0,0,0,2,999.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0001","2025-09-07",0,38,210,427,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0002","2025-09-07",0,14,105,196,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0003","2025-09-07",0,17,76,143,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0004","2025-09-07",0,13,61,99,0.0,"N",140.0,539.0,59.0,"2025-11-02","2025-11-05"
"SKU-CRO-0005","2025-09-07",0,4,29,62,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0006","2025-09-07",0,8,42,71,0.0,"N",100.0,1097.0,31.0,"2025-10-08","2025-10-08"
"SKU-CRO-0007","2025-09-07",0,6,21,45,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0008","2025-09-07",0,5,22,50,0.0,"N",85.0,1152.0,33.0,"2025-10-05","2025-10-10"
"SKU-PAN-0009","2025-09-07",0,5,25,47,0.0,"N",52.0,1008.0,44.0,"2025-10-20","2025-10-21"
